HIP,Name,RA_deg,Dec_deg,Magnitude
28846,,91.33141499999999,29.04843,9.33
98985,,301.42851,51.030416,8.86
10047,,32.34276,5.986203,6.97
98988,,301.43451,-13.542145,9.13
91342,,279.46294500000005,-6.796805,7.95
99002,,301.488855,35.788372,6.77
91351,,279.48438,31.57374,9.0
99009,,301.504095,32.479694,8.58
10065,,32.38761,22.009717,8.84
99021,,301.541445,35.386002,8.16
28913,,91.54821000000001,-45.815975,7.24
99023,,301.54707,25.458383,8.15
10070,,32.3964,23.21891,8.29
99034,,301.599555,-14.912135,8.12
91448,,279.7605,-15.039267,7.48
99051,,301.651875,-25.576594,8.71
10078,,32.407665,59.620392,8.5
99058,,301.66746,22.711967,7.89
91475,,279.854685,-32.034265,8.26
99061,,301.67087999999995,34.911182,8.59
10090,,32.43528,-30.746245,8.94
99064,,301.679295,59.464092,8.84
91482,,279.86778,-50.225255,9.16
99066,,301.690785,-12.927017,7.64
10101,,32.477925000000006,32.54941,8.19
99074,,301.707675,16.870754,7.88
29022,,91.856115,11.151983,11.52
99076,,301.70860500000003,-56.255111,8.67
10121,,32.539245,-56.170847,9.81
99086,,301.73605499999996,54.652774,8.22
29028,,91.86648,-15.262204,8.96
99090,,301.750005,66.307996,6.97
10130,,32.567099999999996,33.365325,8.05
99134,,301.88817,47.14466,8.73
29083,,92.02674,-15.901237,6.95
99159,,301.97163,45.998566,8.14
91603,,280.221045,-34.948712,9.45
99162,,301.98366,-70.815058,7.7
91768,,280.697685,59.630396,8.94
99169,,301.995045,77.824439,6.99
10340,,33.305535,44.231652,4.84
99210,,302.112345,15.674962,7.9
91799,,280.772175,25.467005,8.76
99231,,302.149995,36.67202,7.43
10356,,33.373995,5.012717,6.51
99238,,302.16907499999996,53.336472,7.92
91814,,280.80471,38.369479,8.41
99253,,302.212005,-0.154209,8.15
10384,,33.431309999999996,57.469393,11.02
99256,,302.22576,-56.061064,8.4
91819,,280.816215,50.602414,8.24
99267,,302.25577499999997,42.86526,10.11
91875,,280.94559,-38.323441,5.11
99277,,302.28387,16.906953,6.91
29282,,92.59911,2.901871,6.85
99284,,302.3118,35.958154,10.55
91877,,280.952895,6.52898,8.56
99299,,302.349405,33.387694,8.69
29285,,92.616405,-48.956395,7.65
99324,,302.40498,33.410858,7.82
91884,,280.96518,-16.941615,7.42
99327,,302.41497,21.078783,8.35
29295,,92.64426,-21.864643,8.15
99351,,302.48431500000004,20.917841,8.82
29302,,92.664255,32.048315,7.67
99354,,302.496675,-41.846346,8.0
10484,,33.799544999999995,-12.052019,7.8
99357,,302.50396500000005,-13.046358,8.36
29341,,92.798895,5.050043,9.12
99359,,302.50686,36.978464,7.79
10492,,33.817515,-23.281372,8.07
99364,,302.524455,-43.894242,6.93
29345,,92.804985,44.952071,7.42
99371,,302.542245,-63.623045,7.01
10493,,33.818385,-32.466247,8.26
99378,,302.56280999999996,68.298457,7.53
29349,,92.808345,-44.224537,8.92
99382,,302.57166,26.5697,9.42
10501,,33.84048,36.506011,9.23
99406,,302.64465,-46.204368,8.35
29370,,92.866185,-27.058169,7.4
99407,,302.644785,-71.64225,7.57
10526,,33.91137,67.465309,9.26
99409,,302.646345,33.634047,7.71
29383,,92.89011,-54.132236,8.15
99411,,302.6535,34.867702,8.33
10550,,33.971415,74.143725,9.25
99426,,302.70927,-43.602987,7.83
29392,,92.918775,1.765426,8.99
99436,,302.73808499999996,-53.91076,12.0
10562,,33.990495,47.811937,6.37
99460,,302.796915,-20.265099,7.78
29399,,92.92959,-18.186077,6.6
99461,,302.79948,-36.101212,5.32
10576,,34.02963,25.056572,8.42
99463,,302.807415,-39.428862,10.4
29404,,92.941305,52.647186,6.28
99466,,302.81763,-76.615098,8.83
10578,,34.035000000000004,-37.853141,9.32
99499,,302.89277999999996,-27.32827,9.21
29413,,92.96003999999999,64.616681,9.86
99510,,302.937285,19.356084,8.22
10586,,34.075725,63.612502,9.28
99575,,303.111735,11.257637,8.42
29424,,92.98395,-1.323638,7.8
99587,,303.15774,-9.068869,10.61
10596,,34.10991,4.626076,8.26
99588,,303.160875,-6.36614,6.92
29430,,92.994645,17.767781,8.22
99590,,303.16593,33.49561,8.03
10601,,34.12206,-43.261499,7.61
99595,,303.18014999999997,-50.311385,7.9
29429,,92.99469,7.391321,7.04
99604,,303.197145,-2.995953,6.91
10615,,34.163415,56.737799,8.28
99610,,303.22464,19.544311,7.83
91956,,281.16453,-41.435394,7.43
99613,,303.233265,-26.190729,9.04
91965,,281.17602,-29.980167,7.59
99621,,303.255045,-30.554653,9.74
10656,,34.291155,54.878511,8.69
99622,,303.260385,30.477314,8.07
91991,,281.244165,-29.911631,9.29
99623,,303.26307,11.850854,6.51
10664,,34.306155000000004,1.860431,7.29
99635,,303.31539,25.521227,8.58
10665,,34.31091,16.88991,9.12
99636,,303.321945,-22.059616,9.16
92127,,281.65310999999997,25.538951,7.95
99638,,303.323355,25.241553,7.45
10673,,34.332735,-35.982957,6.7
99668,,303.39111,-38.448053,6.9
92142,,281.696865,-29.631645,6.83
99672,,303.40139999999997,53.65932,7.33
10695,,34.424189999999996,42.589448,7.8
99695,,303.45748499999996,-47.615205,9.5
92144,,281.69916,-2.020418,9.72
99705,,303.483615,23.968755,8.93
10698,,34.428045,55.850318,9.2
99706,,303.489915,-4.322113,9.35
92146,,281.708445,12.554502,7.9
99708,,303.49591499999997,-16.669101,8.46
92157,,281.74627499999997,-50.094636,6.54
99735,,303.550665,-48.539752,10.19
10719,,34.500405,-15.911769,8.37
101698,,309.19908,14.730881,8.34
99753,,303.60147,-6.047387,7.43
92181,,281.818785,-48.131789,9.9
101703,,309.21195,44.911225,8.13
99754,,303.601425,11.957127,11.39
10732,,34.53141,19.901164,5.58
101705,,309.226905,-67.419372,8.03
99756,,303.60501,-6.043357,9.25
92182,,281.82087,-1.76433,10.4
101707,,309.22945500000003,-37.386887,7.44
99757,,303.60516,35.622317,8.71
10733,,34.53573,-14.133659,7.69
101710,,309.245445,12.048976,7.62
99760,,303.60866999999996,40.329183,7.53
92189,,281.83125,13.765407,9.3
101713,,309.261615,79.529554,9.76
99763,,303.61611,-18.093922,8.14
10741,,34.5585,-36.336756,10.03
101720,,309.283155,36.583974,7.5
99770,,303.63343499999996,36.806302,4.93
92191,,281.83309499999996,16.908513,6.8
101729,,309.30513,46.138844,9.39
99779,,303.672345,80.575801,7.9
92200,,281.863545,-3.639831,8.81
101734,,309.31089000000003,-13.184243,7.84
99784,,303.68682,-57.647636,8.98
10781,,34.691985,7.705698,7.97
101740,,309.316395,-16.566129,10.52
99786,,303.69021,22.816381,9.4
92210,,281.894535,-6.307544,9.92
101744,,309.32073,8.941346,9.47
99792,,303.708165,18.464009,10.46
10783,,34.71534,-7.458068,7.67
101749,,309.33562500000005,-53.062762,9.18
99812,,303.78297,30.620006,8.74
92213,,281.89569,-62.52567,9.09
101756,,309.348255,38.328665,6.21
99814,,303.78504,58.334622,8.01
10794,,34.73851500000001,61.145925,9.4
101760,,309.35649,-11.871052,8.95
99821,,303.80175,38.608794,8.01
10837,,34.861560000000004,-45.665137,8.93
101762,,309.36808499999995,32.05507,7.89
99824,,303.81622500000003,25.591957,4.79
92258,,282.02115000000003,72.975435,9.07
101777,,309.406785,35.975287,10.62
99825,,303.82209,-27.032977,5.73
92270,,282.06834000000003,23.514749,6.19
101795,,309.45076500000005,19.112379,8.57
99828,,303.82626,-60.592555,9.04
10848,,34.905314999999995,39.834946,6.63
101810,,309.478035,18.26858,6.22
99829,,303.827205,-8.923782,9.49
92271,,282.078405,26.047283,8.38
101838,,309.565605,44.332708,6.68
99833,,303.841275,18.465825,7.86
10849,,34.907445,52.561385,7.19
101840,,309.57054,-19.560767,9.39
99846,,303.862125,44.138789,7.22
92282,,282.117255,36.440874,7.52
101845,,309.581865,-51.844722,9.18
99857,,303.89034,15.436889,8.83
10853,,34.918665,-19.154449,7.65
101848,,309.58716000000004,13.331411,7.8
99881,,303.97074,-30.68752,8.89
92284,,282.12762,72.433073,8.24
101854,,309.59454,-72.425423,8.91
99889,,304.002555,45.579525,5.87
92295,,282.16158,34.443567,7.75
101857,,309.606,-66.538769,8.32
99895,,304.026885,-56.506609,8.93
10880,,35.007255,-39.52382,9.62
101864,,309.624945,18.86979,9.28
99898,,304.035645,37.556404,10.2
92301,,282.18921,-18.60115,6.46
101865,,309.62559,-70.072838,7.78
99902,,304.047675,-84.090723,9.72
10906,,35.094944999999996,-46.924665,7.79
101885,,309.70075499999996,-38.443818,10.32
99905,,304.05759,40.963349,7.84
92332,,282.277485,-86.195404,7.98
101886,,309.70875,15.007301,8.12
99915,,304.0863,22.287248,6.83
92343,,282.30573,27.720162,6.98
101891,,309.72582,7.178422,8.05
99923,,304.106835,22.396459,7.17
92359,,282.34992,33.700903,7.0
101892,,309.726525,-57.846389,9.43
99953,,304.200765,32.379832,7.18
92361,,282.35186999999996,-46.330849,8.68
101909,,309.7707,15.838199,5.99
99959,,304.214595,-74.821812,9.09
92364,,282.361065,-11.788478,8.21
101915,,309.780495,19.560094,7.63
99966,,304.22802,-32.607382,7.51
92369,,282.36525,57.839933,7.95
101925,,309.82408499999997,-6.190876,7.47
99987,,304.252335,56.904589,8.07
10920,,35.159445,7.176018,11.81
101929,,309.830715,-50.651895,8.52
100010,,304.344885,12.217955,8.45
92375,,282.379335,-58.947772,7.92
101936,,309.85371,0.486445,5.15
100011,,304.348515,14.824054,8.88
92378,,282.3849,-64.79008,8.04
101941,,309.87399,28.088511,7.78
100019,,304.381485,44.895006,8.81
92398,,282.44129999999996,32.81282,5.93
101944,,309.88036500000004,26.697633,7.14
100067,,304.52415,-21.998388,7.76
10971,,35.33583,-11.359713,8.42
101970,,309.976065,38.758501,8.12
110665,,336.28247999999996,-44.41374,8.42
92406,,282.47331,22.718726,8.77
101981,,310.004865,8.749498,8.65
100075,,304.544205,-41.503899,9.26
10985,,35.398605,44.599972,7.0
101983,,310.010205,-60.548892,5.11
110685,,336.36656999999997,-25.355006,8.93
92419,,282.513675,29.815268,7.61
102007,,310.068645,-65.072476,8.51
100088,,304.57107,25.648254,6.98
11047,,35.553554999999996,-59.976475,8.6
102020,,310.10600999999997,-29.198855,7.75
100093,,304.589295,25.618362,8.19
92432,,282.556965,-54.359682,7.85
102021,,310.1073,-32.851688,8.48
110695,,336.4185,-24.728815,9.51
11104,,35.729565,-31.400777,8.0
102026,,310.1355,-16.12418,5.79
100141,,304.705065,31.040815,11.32
92453,,282.617955,-11.006319,9.05
102027,,310.13703000000004,55.106991,7.34
110700,,336.43204499999996,38.82399,9.48
92455,,282.62934,42.912145,7.31
102030,,310.147275,-27.586602,7.73
100144,,304.70986500000004,45.925713,8.71
11135,,35.822175,38.252732,7.13
102033,,310.151145,29.805552,6.02
110703,,336.442335,-49.825903,8.08
92459,,282.635985,-48.379273,8.04
102042,,310.19202,-6.797399,8.38
100149,,304.72806,55.545555,7.86
11170,,35.94894,49.345725,9.82
102054,,310.22742,62.80883,8.13
110705,,336.44301,13.15732,8.85
92467,,282.665955,49.767536,8.75
102062,,310.25151,39.082322,6.51
100160,,304.753965,20.464103,7.53
11181,,35.998905,-47.918111,7.81
102075,,310.29996,6.172393,9.01
110713,,336.46952999999996,53.944624,7.29
92475,,282.68979,10.976392,6.37
102086,,310.335045,27.655976,8.22
100170,,304.77637500000003,-69.435122,8.84
11250,,36.204915,-61.460467,8.15
102087,,310.340505,-80.883421,9.15
110715,,336.474045,-8.95934,9.03
92488,,282.74379,-9.774096,5.82
102118,,310.42325999999997,38.23944,7.98
100179,,304.796715,-53.34273,11.56
11257,,36.22419,-2.112072,8.45
102141,,310.46304,-32.43523,10.27
110730,,336.51130500000005,59.247032,8.53
92490,,282.748035,-41.062448,9.27
102161,,310.50975,31.311889,7.01
100187,,304.82991,-76.12654,9.15
11277,,36.30591,-9.600016,8.51
102167,,310.52859,43.184366,9.2
110762,,336.59378999999996,-46.138294,10.31
11303,,36.37563,-70.101881,7.64
102183,,310.56999,57.385375,6.99
100215,,304.888425,-66.883393,10.8
11305,,36.386955,-28.987675,9.36
102185,,310.573545,25.298634,9.2
110774,,336.63555,63.879177,9.52
11315,,36.415079999999996,21.760612,11.42
102227,,310.70964,-40.860674,8.65
100232,,304.930275,-1.078514,6.05
11319,,36.42252,10.506047,7.61
102240,,310.75839,52.295494,7.75
110782,,336.65081999999995,6.550345,8.76
11381,,36.646725,-20.042617,5.89
102245,,310.769745,-42.089141,8.48
100240,,304.954935,38.342715,7.4
92542,,282.87363,1.408211,8.83
102247,,310.77207,-46.773789,10.18
100243,,304.96351500000003,20.446785,8.7
11401,,36.720255,66.178727,10.06
102272,,310.834605,-2.499468,9.23
100263,,305.04875999999996,-27.838345,9.22
11415,,36.780165000000004,27.012395,6.14
102282,,310.86483,-37.744664,9.18
100280,,305.10199500000004,-75.577874,8.41
11440,,36.877095000000004,-0.951114,10.6
102283,,310.86624,16.945032,8.53
110829,,336.80012999999997,-19.443243,8.65
11446,,36.91863,-13.668026,9.4
102286,,310.88745,-70.32487,8.54
100290,,305.11858500000005,-19.647184,6.93
11451,,36.937185,-11.979031,8.91
102301,,310.922205,-0.17821,11.46
110845,,336.856605,-22.534396,8.71
11455,,36.945209999999996,-69.523997,7.17
102309,,310.94863499999997,23.791112,6.93
110848,,336.85938,-1.640908,9.5
11460,,36.959925000000005,62.890601,7.89
102335,,311.014575,29.146193,7.61
110859,,336.905235,-33.187012,9.33
11471,,36.996990000000004,-30.441121,7.61
102348,,311.05801499999995,-77.987888,10.03
100319,,305.17851,42.571908,8.64
11476,,37.00701,-75.370224,10.13
102364,,311.11179,21.317125,8.2
110875,,336.95678999999996,-17.270506,8.05
11483,,37.03341,80.617381,8.41
102379,,311.15442,-10.494772,8.21
100363,,305.31347999999997,28.106837,8.5
11493,,37.059825,-42.424952,8.21
102389,,311.224665,-8.006302,8.06
100365,,305.314515,15.104286,6.59
11521,,37.141425,-3.437183,8.62
102407,,311.286435,6.024447,7.86
100369,,305.33148,30.601009,8.52
11574,,37.283355,-27.407194,8.84
102409,,311.2896,-31.340899,8.81
100379,,305.368245,-66.74969,6.49
92586,,282.99183,-83.316353,7.17
102412,,311.298855,-35.166424,6.8
100386,,305.374845,-23.475959,7.75
92596,,283.01601,-37.153044,9.38
102416,,311.30622000000005,60.326793,10.52
100388,,305.379255,-32.404632,9.85
11590,,37.340745,-35.94156,7.76
102419,,311.31239999999997,-15.798255,6.98
100391,,305.38635,39.829332,8.92
92598,,283.02915,27.260263,7.59
102420,,311.31417,25.175149,8.14
100394,,305.386635,-21.418968,7.79
11600,,37.391655,-24.103962,7.34
102442,,311.37171,26.105851,8.15
100417,,305.429505,-36.610079,7.49
92604,,283.0416,-73.607933,7.81
102463,,311.451675,-56.953558,8.41
100425,,305.46063000000004,21.402997,8.22
11601,,37.393725,-75.816436,8.67
102466,,311.456355,68.552236,8.6
110888,,336.9756,51.57568,7.58
92606,,283.04456999999996,39.454378,8.95
102473,,311.486025,60.60211,9.63
100437,,305.52234,45.794994,5.58
11610,,37.43613,53.061112,8.44
102477,,311.500695,-25.104125,8.05
110914,,337.064775,-64.289735,8.19
92637,,283.11984,48.40391,9.83
102482,,311.51655,-36.59395,9.73
100448,,305.553345,-15.625684,8.0
11626,,37.496895,-48.813155,8.56
102500,,311.590665,67.956691,10.45
110934,,337.14889500000004,56.920992,7.78
92655,,283.212255,22.675891,10.01
102504,,311.60847,16.903544,7.12
100450,,305.55499499999996,11.685042,10.07
11649,,37.568745,-0.090493,8.23
102506,,311.61282,-50.805533,6.54
110954,,337.199685,-49.585297,9.72
92658,,283.2267,-45.571129,8.3
102508,,311.61546,-71.949578,8.8
100465,,305.598345,32.325259,8.41
11676,,37.65489,-47.931207,8.54
102517,,311.63350499999996,50.086822,9.05
110960,,337.207965,-0.019972,3.65
92695,,283.31115,-11.350752,8.3
102532,,311.6646,16.124296,4.27
100510,,305.714175,27.131786,8.0
11677,,37.655565,-31.278242,8.46
102536,,311.68509,37.469536,8.98
110977,,337.26685499999996,51.50821,7.53
92720,,283.40883,37.985246,7.9
102551,,311.72105999999997,47.111528,7.83
100579,,305.950155,37.026137,6.81
92721,,283.40997,-21.051531,8.07
102556,,311.753385,30.921914,9.16
110984,,337.28031,-36.970024,7.6
11714,,37.800540000000005,57.163023,11.0
102559,,311.75454,27.315825,9.9
100598,,305.97705,16.046887,6.78
92729,,283.43623499999995,60.017872,7.05
102560,,311.75697,34.59458,9.98
111031,,337.39894499999997,10.370396,8.73
11718,,37.81329,-11.974119,9.57
102574,,311.802855,13.716832,9.13
100668,,306.161715,30.961361,8.8
92737,,283.468545,35.772713,7.39
102581,,311.81934,-27.69844,7.89
111036,,337.42617,20.330247,8.72
11720,,37.819245,1.515557,8.3
102587,,311.84547000000003,-18.621223,8.14
111038,,337.427865,40.921977,9.62
92744,,283.495095,-60.965015,8.87
102595,,311.874825,9.86436,7.72
111046,,337.44246,68.221162,7.85
92757,,283.53175500000003,15.006306,7.24
102598,,311.8854,55.569616,8.15
100709,,306.26175,13.386194,7.43
11744,,37.890105,-27.504553,7.55
102629,,311.94798,29.63793,8.1
111074,,337.533225,33.25768,7.69
92763,,283.54528500000004,-13.626271,7.78
102640,,311.968695,27.595446,7.03
111100,,337.61142,-16.346695,7.24
11775,,37.99014,74.652458,8.89
102646,,311.997345,87.537454,8.52
111103,,337.62041999999997,86.529672,9.34
92765,,283.553115,39.367244,9.05
102651,,312.03348,-52.561064,9.02
100725,,306.313215,-58.093785,8.55
11780,,38.000535,-23.084463,7.91
102683,,312.104895,26.820318,9.11
111108,,337.629165,16.01665,8.11
92779,,283.591365,10.808334,6.54
102688,,312.11349,0.196039,7.89
111112,,337.635975,61.62377,6.98
92785,,283.61751000000004,20.359903,7.18
102708,,312.158565,-58.969355,9.69
100744,,306.386715,54.684201,7.27
11817,,38.097885,70.12715,8.07
102734,,312.2577,-36.780862,8.15
100759,,306.42830999999995,60.177609,7.48
92786,,283.61782500000004,-60.621702,7.84
102738,,312.267195,-12.610607,7.72
111163,,337.810695,4.254625,9.37
11819,,38.10591,-69.605255,8.56
102741,,312.277185,58.747158,7.8
111176,,337.83894,26.27407,8.46
92791,,283.62618,36.898613,4.22
102757,,312.308895,-52.707223,8.21
111188,,337.87635,-32.346073,4.29
11851,,38.2419,-49.786384,8.76
102760,,312.312015,38.006368,8.6
100771,,306.47949,41.336591,7.77
92801,,283.63804500000003,11.475079,9.53
102761,,312.31255500000003,62.529706,7.98
100787,,306.51984,-46.660006,6.74
11855,,38.2521,19.166114,12.08
102765,,312.31803,54.527277,8.84
100814,,306.60933,-33.306181,8.89
92808,,283.65871500000003,-26.890066,7.8
102795,,312.386475,8.696683,7.97
111230,,338.03724,-69.107873,7.04
92809,,283.65897,30.329349,9.14
102796,,312.38794499999995,50.783185,7.22
100831,,306.66931500000004,1.916104,7.73
11872,,38.290530000000004,-39.452152,9.97
102797,,312.38982,41.617394,8.87
100842,,306.69762000000003,-31.349056,10.02
11887,,38.321355,-26.290998,7.74
102802,,312.40476,-3.88875,8.92
100848,,306.70932,24.607023,10.4
11888,,38.32647,56.318004,8.84
102807,,312.41271,13.96294,7.12
100855,,306.74035499999997,-15.908035,8.21
80701,,247.15204500000002,16.756503,9.15
102823,,312.458385,-0.324278,7.18
100926,,306.94224,-5.654233,6.98
11930,,38.493285,71.294255,6.55
102835,,312.50271000000004,45.346172,8.77
100930,,306.961725,-6.673747,8.01
80704,,247.160595,41.881677,4.83
102846,,312.52164000000005,-35.559021,8.93
100945,,307.00208999999995,-46.917834,8.91
11955,,38.550374999999995,-13.523681,9.76
102851,,312.543975,29.384115,8.32
100963,,307.049235,22.128993,7.09
80732,,247.23648,-37.17001,9.18
102855,,312.56652,-75.037847,8.4
100966,,307.061985,78.320421,9.0
11968,,38.597775,19.984768,7.94
102857,,312.57321,17.212229,8.67
111254,,338.09086499999995,2.586101,7.07
80755,,247.329855,-44.470612,9.73
102863,,312.598335,31.353116,7.94
111250,,338.111835,58.618278,10.58
11980,,38.631405,88.471029,8.14
102876,,312.650175,30.912682,6.8
101005,,307.172145,-38.502431,8.35
11981,,38.63742,33.915721,8.49
102890,,312.673185,-9.479858,8.88
111283,,338.16504000000003,-40.917448,9.88
11983,,38.643975,5.446308,9.81
102897,,312.684195,55.023763,7.65
101020,,307.20297000000005,45.718824,7.4
11985,,38.648415,10.764851,10.64
102903,,312.70345499999996,-14.200383,7.93
111301,,338.21028,14.200659,8.49
12003,,38.680605,87.426534,9.92
102921,,312.772635,51.417247,6.91
111302,,338.214015,74.073339,6.96
12005,,38.683515,-18.788561,11.03
102934,,312.82786500000003,-42.07041,9.86
101040,,307.25289000000004,-17.875405,6.55
12007,,38.69787,-61.062295,8.93
102984,,312.9774,-78.873255,9.1
111350,,338.389725,-29.66492,7.5
12010,,38.70351,-56.985624,9.33
103018,,313.067085,-19.643598,7.29
101046,,307.2606,7.15811,8.81
80775,,247.38836999999998,57.224004,8.32
103022,,313.08401999999995,10.732316,8.46
101055,,307.286505,12.681051,6.94
12048,,38.833034999999995,-3.560602,6.83
103044,,313.158105,37.928136,9.42
111358,,338.406345,-51.385706,8.42
80787,,247.4379,35.201893,7.44
103049,,313.179705,-39.108629,6.89
101062,,307.30640999999997,37.512737,7.74
12060,,38.88135,-50.853396,6.96
103054,,313.18662,-10.065066,9.28
111361,,338.41461000000004,-41.985233,8.35
80793,,247.445505,-14.550879,5.66
103068,,313.240485,10.996053,8.26
101084,,307.362945,56.06819,5.89
12148,,39.14613,7.730026,5.81
103072,,313.254885,-2.244815,8.27
111372,,338.446125,-42.05383,9.65
80799,,247.47748499999997,-24.979468,7.82
103080,,313.28292,6.268127,9.08
111373,,338.44674000000003,-4.465558,8.99
12147,,39.147015,-74.109217,9.83
103087,,313.309395,2.449975,8.63
101204,,307.713975,-0.458292,9.13
80812,,247.53267,44.871025,9.21
103089,,313.311465,44.38726,4.8
111390,,338.501895,29.743126,8.32
12150,,39.148305,57.72062,8.47
103105,,313.356675,-64.19729,7.26
101220,,307.761525,40.426566,7.64
80814,,247.542195,15.128289,7.47
103128,,313.42171499999995,61.775984,7.31
111394,,338.51214,-1.57427,5.88
12156,,39.162555,-46.905087,11.03
103151,,313.48947000000004,-12.291731,8.29
101232,,307.797015,21.244075,9.82
80818,,247.56243,47.952379,6.98
103153,,313.491825,45.656755,10.0
111405,,338.54196,54.085286,7.69
12157,,39.16686,-0.7893,10.31
103154,,313.49328,-6.889461,6.44
101241,,307.82108999999997,-80.544111,7.56
80825,,247.578075,-54.95488,11.23
103155,,313.49571,1.424461,8.28
101247,,307.841175,5.980005,9.18
80839,,247.623855,33.75088,6.97
103164,,313.520175,-4.542177,6.78
111409,,338.55561,-36.671053,8.05
80840,,247.62506999999997,-7.514451,6.46
103167,,313.52473499999996,45.11015,7.36
101253,,307.86186,-32.610281,9.28
80843,,247.63979999999998,20.479188,5.24
103172,,313.543875,19.754112,7.22
111431,,338.628315,63.819778,8.02
12170,,39.209039999999995,-20.121936,6.83
103198,,313.630425,25.646394,8.72
101291,,307.967805,-77.200006,8.7
80850,,247.662585,77.446514,6.35
103205,,313.646625,-36.894538,8.86
111443,,338.65225499999997,26.59821,6.88
12183,,39.238365,37.354486,8.4
103210,,313.652505,47.739731,8.67
101307,,308.01855,60.422366,7.17
80858,,247.67255999999998,-68.071885,8.31
103215,,313.67158500000005,-45.730706,9.49
101308,,308.021325,-5.242375,6.62
80867,,247.68913500000002,30.802986,8.52
103230,,313.704945,-46.600636,7.41
111461,,338.73231,-31.974309,9.23
93226,,284.851755,-50.343007,8.54
103283,,313.871055,-14.615604,8.77
101328,,308.061225,-24.067684,9.21
93255,,284.93601,-34.471053,8.1
103291,,313.894845,-41.505148,9.78
101327,,308.061375,-71.864241,7.38
80882,,247.728105,29.204278,8.68
103294,,313.90287,13.721536,5.19
111479,,338.797935,-8.399152,9.16
93257,,284.94198,-53.946803,9.52
103297,,313.908795,-30.895786,7.84
101350,,308.10663,48.216478,6.98
12234,,39.38118,-5.089664,8.46
103299,,313.910925,39.622918,8.5
111482,,338.802345,-47.375852,10.04
80901,,247.818975,51.137995,8.41
103307,,313.939065,64.51628,8.49
101366,,308.17488000000003,-57.485222,8.89
80905,,247.82595000000003,19.286597,8.72
103311,,313.94863499999997,-17.114176,7.27
111483,,338.802585,30.896272,9.05
80936,,247.90447500000002,12.421549,8.52
103312,,313.957515,47.417656,5.68
111486,,338.815365,-78.614079,7.89
80937,,247.905405,-22.801223,8.53
103313,,313.959225,3.392793,8.51
101416,,308.28427500000004,-58.64153,8.13
80959,,247.97454,-26.011382,8.25
103327,,314.0079,6.332475,8.24
111496,,338.83882500000004,64.381451,9.36
80964,,247.98525,9.414423,6.51
103335,,314.0355,21.440407,7.85
101437,,308.358465,-20.896916,9.06
12276,,39.54027,75.527945,7.94
103337,,314.03806499999996,-13.521577,10.21
111505,,338.86469999999997,39.585785,7.22
12277,,39.541005000000006,75.381413,8.21
103338,,314.03893500000004,-17.243136,7.53
101442,,308.37661499999996,32.907717,7.34
12280,,39.55035,-40.435064,9.6
103339,,314.040195,-57.56985,7.67
101445,,308.394705,-21.255227,9.85
81011,,248.15943000000001,21.458532,9.07
103356,,314.10187499999995,43.900647,7.04
101462,,308.44234500000005,52.826545,7.37
81058,,248.330355,20.48402,9.74
103389,,314.197185,-26.296378,5.7
102678,,312.09785999999997,21.233305,7.14
12335,,39.715199999999996,39.150198,7.87
103390,,314.19742499999995,-44.863501,11.42
113582,,345.08271,24.665784,9.79
93520,,285.70533,-7.725778,8.01
103400,,314.22336,-0.07989,8.82
102685,,312.108225,-18.201718,7.14
81120,,248.51917500000002,-80.92913,8.77
103418,,314.29881,2.467502,8.56
113583,,345.083115,-8.880529,6.81
12341,,39.72849,-13.00259,8.59
103440,,314.346915,-41.082012,8.31
102693,,312.12126,-43.988544,5.11
93537,,285.765855,-19.245686,5.96
103459,,314.41861500000005,-27.744522,8.85
113600,,345.132795,-42.818764,9.76
12349,,39.7491,14.860444,7.11
103474,,314.45817,67.763485,7.73
102698,,312.13353,23.011754,7.47
93555,,285.82962,51.514076,8.88
103484,,314.500335,-38.688536,9.66
113605,,345.152415,-23.969627,11.6
81193,,248.76651000000004,-58.852726,8.52
103489,,314.510535,12.541395,8.91
102703,,312.14914500000003,9.466258,7.62
93591,,285.905475,14.940141,10.67
103504,,314.555595,-39.054664,9.69
113609,,345.15544500000004,46.032552,9.22
81219,,248.838855,77.755187,6.89
103526,,314.60677499999997,39.477879,7.74
102712,,312.17808,51.910331,6.26
93599,,285.91836,-48.711872,8.84
103536,,314.63338500000003,-54.365433,8.89
113611,,345.15886500000005,-4.553021,8.71
81220,,248.84028000000004,-16.267012,8.71
103546,,314.681235,44.414579,7.44
102714,,312.17874,41.76285,7.42
93609,,285.94405500000005,2.483568,8.19
103553,,314.69791499999997,-61.811422,8.93
113612,,345.16294500000004,-65.664597,8.71
93618,,285.970125,-48.860822,9.51
103554,,314.706435,-3.318136,7.58
102725,,312.23532,-68.791254,7.0
81248,,248.92188000000002,57.781123,7.43
103567,,314.76451499999996,-34.70996,10.35
113630,,345.19953,26.502182,8.79
93626,,285.995925,-4.317199,10.88
103570,,314.770755,34.488647,8.29
102743,,312.277755,-21.633249,9.4
12431,,40.00344,-62.152468,7.95
103571,,314.771295,4.29461,5.24
113662,,345.29681999999997,-32.541338,10.46
12433,,40.00692,-57.668094,7.85
103574,,314.77245,-13.215717,8.57
102785,,312.35451,-11.454936,7.74
12434,,40.008660000000006,69.05927,9.21
103591,,314.83836,-8.878487,8.86
113775,,345.62247,34.620936,8.57
93653,,286.06134,65.205349,7.9
103618,,314.910855,-17.46659,9.26
102798,,312.395505,-63.728888,9.17
